date,btc,gold,btc_tradable,gold_inter,gold_tradable,btc_diff,gold_diff
2017-08-05,3218.115017,,True,1257.8,False,428.1150170000001,0.09999999999990905
2017-08-06,3252.562533,,True,1257.9,False,34.44751599999972,0.10000000000013642
2017-08-07,3210.2,1258.0,True,1258.0,True,-42.362532999999985,0.09999999999990905
2017-08-08,3457.374333,1261.8,True,1261.8,True,247.1743330000004,3.7999999999999545
2017-08-09,3357.326317,1271.05,True,1271.05,True,-100.04801600000019,9.25
2017-08-10,3340.28,1284.4,True,1284.4,True,-17.046316999999817,13.350000000000136
2017-08-11,3632.506667,1286.1,True,1286.1,True,292.2266669999999,1.699999999999818
2017-08-12,3852.802914,,True,1284.8333333333333,False,220.29624699999977,-1.2666666666666515
2017-08-13,3868.52,,True,1283.5666666666666,False,15.717086000000108,-1.2666666666666515
2017-08-14,4282.992,1282.3,True,1282.3,True,414.4720000000002,-1.2666666666666515
2017-08-15,4217.028329,1270.3,True,1270.3,True,-65.96367100000043,-12.0
2017-08-16,4179.97,1272.75,True,1272.75,True,-37.0583289999995,2.4500000000000455
2017-08-17,4328.725717,1285.15,True,1285.15,True,148.755717,12.400000000000091
2017-08-18,4130.440067,1295.8,True,1295.8,True,-198.2856499999998,10.649999999999864
2017-08-19,4104.71,,True,1294.8333333333333,False,-25.730067000000417,-0.966666666666697
2017-08-20,4157.958033,,True,1293.8666666666668,False,53.24803299999985,-0.9666666666664696
2017-08-21,4043.722,1292.9,True,1292.9,True,-114.23603299999968,-0.966666666666697
2017-08-22,3986.28,1284.2,True,1284.2,True,-57.44200000000001,-8.700000000000045
2017-08-23,4174.95,1286.65,True,1286.65,True,188.66999999999962,2.4500000000000455
2017-08-24,4340.316717,1289.0,True,1289.0,True,165.36671699999988,2.349999999999909
2017-08-25,4331.77,1285.3,True,1285.3,True,-8.546716999999262,-3.7000000000000455
2017-08-26,4360.513317,,True,1293.6375,False,28.74331699999948,8.337500000000091
2017-08-27,4354.308333,,True,1301.975,False,-6.204983999999968,8.337499999999864
2017-08-28,4339.05,,True,1310.3125,False,-15.258332999999766,8.337500000000091
2017-08-29,4607.98545,1318.65,True,1318.65,True,268.93544999999995,8.337500000000091
2017-08-30,4594.98785,1308.5,True,1308.5,True,-12.997599999999693,-10.150000000000091
2017-08-31,4582.52,1311.75,True,1311.75,True,-12.467849999999999,3.25
2017-09-01,4911.740017,1320.4,True,1320.4,True,329.22001699999964,8.650000000000091
2017-09-02,4580.38748,,True,1324.6333333333334,False,-331.35253699999976,4.2333333333333485
2017-09-03,4585.57,,True,1328.8666666666666,False,5.182519999999386,4.233333333333121
2017-09-04,4344.098317,1333.1,True,1333.1,True,-241.47168299999976,4.2333333333333485
2017-09-05,4488.72014,1335.55,True,1335.55,True,144.6218230000004,2.4500000000000455
2017-09-06,4385.02,1337.85,True,1337.85,True,-103.70013999999992,2.2999999999999545
2017-09-07,4654.6585,1343.5,True,1343.5,True,269.6384999999991,5.650000000000091
2017-09-08,4310.750183,1346.25,True,1346.25,True,-343.90831699999944,2.75
2017-09-09,4312.26,,True,1342.2333333333333,False,1.5098170000001119,-4.0166666666666515
2017-09-10,4329.955,,True,1338.2166666666667,False,17.69499999999971,-4.0166666666666515
2017-09-11,4248.090017,1334.2,True,1334.2,True,-81.86498299999948,-4.0166666666666515
2017-09-12,4198.59,1326.5,True,1326.5,True,-49.5000170000003,-7.7000000000000455
2017-09-13,3961.271267,1327.55,True,1327.55,True,-237.31873300000007,1.0499999999999545
2017-09-14,3319.63,1324.55,True,1324.55,True,-641.641267,-3.0
2017-09-15,3216.43,1322.85,True,1322.85,True,-103.20000000000027,-1.7000000000000455
2017-09-16,3763.62604,,True,1319.2666666666667,False,547.1960400000003,-3.5833333333332575
2017-09-17,3746.060783,,True,1315.6833333333332,False,-17.5652570000002,-3.583333333333485
2017-09-18,3678.53,1312.1,True,1312.1,True,-67.5307829999997,-3.5833333333332575
2017-09-19,3943.413333,1309.6,True,1309.6,True,264.88333299999977,-2.5
2017-09-20,3977.561667,1311.3,True,1311.3,True,34.14833399999998,1.7000000000000455
2017-09-21,3894.48,1292.1,True,1292.1,True,-83.08166699999992,-19.200000000000045
2017-09-22,3637.50255,1294.8,True,1294.8,True,-256.97744999999986,2.7000000000000455
2017-09-23,3776.3869,,True,1294.3,False,138.8843499999998,-0.5
2017-09-24,3777.62,,True,1293.8,False,1.2330999999999221,-0.5
2017-09-25,3942.555,1293.3,True,1293.3,True,164.93499999999995,-0.5
2017-09-26,3910.307383,1300.05,True,1300.05,True,-32.24761699999999,6.75
2017-09-27,3881.0,1282.55,True,1282.55,True,-29.307382999999845,-17.5
2017-09-28,4201.98905,1283.35,True,1283.35,True,320.98905000000013,0.7999999999999545
2017-09-29,4193.574667,1283.1,True,1283.1,True,-8.41438300000027,-0.25
2017-09-30,4164.27,,True,1279.9666666666667,False,-29.304666999999426,-3.133333333333212
2017-10-01,4360.722967,,True,1276.8333333333333,False,196.45296699999926,-3.1333333333334394
2017-10-02,4386.88375,1273.7,True,1273.7,True,26.160783000000265,-3.133333333333212
2017-10-03,4394.07,1271.25,True,1271.25,True,7.186249999999745,-2.4500000000000455
2017-10-04,4225.175,1274.25,True,1274.25,True,-168.89499999999953,3.0
2017-10-05,4338.852,1274.5,True,1274.5,True,113.67699999999968,0.25
2017-10-06,4318.58,1261.8,True,1261.8,True,-20.271999999999935,-12.700000000000045
2017-10-07,4376.191667,,True,1267.45,False,57.611667000000125,5.650000000000091
2017-10-08,4602.280883,,True,1273.1,False,226.0892160000003,5.649999999999864
2017-10-09,4605.66,1278.75,True,1278.75,True,3.3791169999994963,5.650000000000091
2017-10-10,4782.28,1291.4,True,1291.4,True,176.6199999999999,12.650000000000091
2017-10-11,4819.485767,1289.25,True,1289.25,True,37.20576700000038,-2.150000000000091
2017-10-12,4822.17,1290.25,True,1290.25,True,2.6842329999999492,1.0
2017-10-13,5563.806567,1299.6,True,1299.6,True,741.6365669999996,9.349999999999909
2017-10-14,5739.438733,,True,1300.8333333333333,False,175.63216600000032,1.2333333333333485
2017-10-15,5825.99,,True,1302.0666666666666,False,86.55126699999983,1.2333333333333485
2017-10-16,5711.205867,1303.3,True,1303.3,True,-114.78413300000011,1.2333333333333485
2017-10-17,5603.71294,1284.75,True,1284.75,True,-107.49292699999933,-18.549999999999955
2017-10-18,5594.66,1280.2,True,1280.2,True,-9.05294000000049,-4.5499999999999545
2017-10-19,5727.6335,1286.4,True,1286.4,True,132.97350000000006,6.2000000000000455
2017-10-20,5979.45984,1281.2,True,1281.2,True,251.82634000000053,-5.2000000000000455
2017-10-21,5986.44,,True,1279.1000000000001,False,6.9801599999991595,-2.099999999999909
2017-10-22,5983.18455,,True,1277.0,False,-3.255449999999655,-2.1000000000001364
2017-10-23,5876.079867,1274.9,True,1274.9,True,-107.10468299999957,-2.099999999999909
2017-10-24,5900.59,1276.45,True,1276.45,True,24.51013299999977,1.5499999999999545
2017-10-25,5669.622533,1275.0,True,1275.0,True,-230.9674670000004,-1.4500000000000455
2017-10-26,5893.138417,1273.75,True,1273.75,True,223.51588400000037,-1.25
2017-10-27,5889.82,1266.45,True,1266.45,True,-3.3184170000004087,-7.2999999999999545
2017-10-28,5776.69695,,True,1268.3,False,-113.12305000000015,1.849999999999909
2017-10-29,6155.43402,,True,1270.15,False,378.73707000000013,1.8500000000001364
2017-10-30,6136.49,1272.0,True,1272.0,True,-18.94401999999991,1.849999999999909
2017-10-31,6388.645167,1270.15,True,1270.15,True,252.1551669999999,-1.849999999999909
2017-11-01,6665.306683,1277.05,True,1277.05,True,276.6615160000001,6.899999999999864
2017-11-02,6751.98,1279.2,True,1279.2,True,86.67331699999977,2.150000000000091
2017-11-03,7197.72006,1267.2,True,1267.2,True,445.7400600000001,-12.0
2017-11-04,7437.543317,,True,1268.4333333333334,False,239.823257,1.2333333333333485
2017-11-05,7365.99,,True,1269.6666666666667,False,-71.55331699999988,1.2333333333333485
2017-11-06,6989.071667,1270.9,True,1270.9,True,-376.9183329999996,1.2333333333333485
2017-11-07,7092.127233,1275.6,True,1275.6,True,103.055566,4.699999999999818
2017-11-08,7128.64,1284.0,True,1284.0,True,36.51276700000017,8.400000000000091
2017-11-09,7158.03706,1284.8,True,1284.8,True,29.39705999999933,0.7999999999999545
2017-11-10,6719.39785,1284.3,True,1284.3,True,-438.63920999999937,-0.5
2017-11-11,6569.22,,True,1282.1833333333334,False,-150.17785000000003,-2.1166666666665606
2017-11-12,5716.301583,,True,1280.0666666666666,False,-852.9184169999999,-2.116666666666788
2017-11-13,6550.227533,1277.95,True,1277.95,True,833.9259499999998,-2.1166666666665606
2017-11-14,6493.63,1274.6,True,1274.6,True,-56.59753300000011,-3.3500000000001364
2017-11-15,7301.42992,1282.2,True,1282.2,True,807.7999199999995,7.600000000000136
2017-11-16,7815.0307,1280.0,True,1280.0,True,513.6007800000007,-2.2000000000000455
2017-11-17,7868.77,1284.35,True,1284.35,True,53.739300000000185,4.349999999999909
2017-11-18,7817.140383,,True,1284.9666666666667,False,-51.62961700000051,0.6166666666667879
2017-11-19,8007.654067,,True,1285.5833333333333,False,190.51368400000047,0.6166666666665606
2017-11-20,8049.72,1286.2,True,1286.2,True,42.06593299999986,0.6166666666667879
2017-11-21,8059.8,1283.3,True,1283.3,True,10.079999999999927,-2.900000000000091
2017-11-22,8268.035,1286.95,True,1286.95,True,208.23499999999967,3.650000000000091
2017-11-23,8236.72,1290.35,True,1290.35,True,-31.31500000000051,3.3999999999998636
2017-11-24,8250.978333,1290.5,True,1290.5,True,14.258332999999766,0.15000000000009095
2017-11-25,8707.407267,,True,1291.9666666666667,False,456.4289340000014,1.466666666666697
2017-11-26,8768.8,,True,1293.4333333333334,False,61.39273299999877,1.466666666666697
2017-11-27,9718.29505,1294.9,True,1294.9,True,949.4950500000014,1.466666666666697
2017-11-28,9952.50882,1291.85,True,1291.85,True,234.21376999999848,-3.050000000000182
2017-11-29,9919.0,1283.85,True,1283.85,True,-33.508819999999105,-8.0
2017-11-30,10147.372,1280.2,True,1280.2,True,228.3719999999994,-3.6499999999998636
2017-12-01,10883.912,1275.5,True,1275.5,True,736.5400000000009,-4.7000000000000455
2017-12-02,10879.88,,True,1274.8166666666666,False,-4.032000000001062,-0.683333333333394
2017-12-03,11332.622,,True,1274.1333333333334,False,452.7420000000002,-0.6833333333331666
2017-12-04,11584.83,1273.45,True,1273.45,True,252.20800000000054,-0.683333333333394
2017-12-05,11591.22,1266.3,True,1266.3,True,6.389999999999418,-7.150000000000091
2017-12-06,13540.98,1263.7,True,1263.7,True,1949.7600000000002,-2.599999999999909
2017-12-07,16501.97167,1255.0,True,1255.0,True,2960.9916699999994,-8.700000000000045
2017-12-08,16860.88,1250.65,True,1250.65,True,358.908330000002,-4.349999999999909
2017-12-09,15142.83415,,True,1249.4833333333333,False,-1718.0458500000004,-1.1666666666667425
2017-12-10,14869.805,,True,1248.3166666666668,False,-273.0291500000003,-1.166666666666515
2017-12-11,15068.95,1247.15,True,1247.15,True,199.14500000000044,-1.1666666666667425
2017-12-12,17276.39333,1240.9,True,1240.9,True,2207.4433299999982,-6.25
2017-12-13,16808.36667,1242.65,True,1242.65,True,-468.02665999999954,1.75
2017-12-14,16252.31,1251.0,True,1251.0,True,-556.0566699999999,8.349999999999909
2017-12-15,17771.9,1254.6,True,1254.6,True,1519.590000000002,3.599999999999909
2017-12-16,19498.68333,,True,1256.6,False,1726.7833299999984,2.0
2017-12-17,19279.9,,True,1258.6,False,-218.7833299999984,2.0
2017-12-18,18961.85667,1260.6,True,1260.6,True,-318.0433300000004,2.0
2017-12-19,17737.11167,1260.35,True,1260.35,True,-1224.7450000000026,-0.25
2017-12-20,17382.94,1264.55,True,1264.55,True,-354.1716699999997,4.2000000000000455
2017-12-21,16047.51,1264.55,True,1264.55,True,-1335.4299999999985,0.0
2017-12-22,15190.945,,True,1267.025,False,-856.5650000000005,2.4750000000001364
2017-12-23,13776.61,,True,1269.5,False,-1414.3349999999991,2.474999999999909
2017-12-24,13949.175,,True,1271.975,False,172.5649999999987,2.474999999999909
2017-12-25,14119.02833,,True,1274.45,False,169.85332999999991,2.4750000000001364
2017-12-26,13740.94,,True,1276.9250000000002,False,-378.0883299999987,2.4750000000001364
2017-12-27,15589.32167,1279.4,True,1279.4,True,1848.3816699999988,2.474999999999909
2017-12-28,14380.58167,1291.0,True,1291.0,True,-1208.7399999999998,11.599999999999909
2017-12-29,14214.01,,True,1295.21,False,-166.57166999999936,4.210000000000036
2017-12-30,13215.574,,True,1299.42,False,-998.4359999999997,4.210000000000036
2017-12-31,14165.575,,True,1303.6299999999999,False,950.0010000000002,4.209999999999809
2018-01-01,13796.0,,True,1307.84,False,-369.5750000000007,4.210000000000036
2018-01-02,15005.85667,1312.05,True,1312.05,True,1209.8566699999992,4.210000000000036
2018-01-03,15053.26167,1314.9,True,1314.9,True,47.405000000000655,2.8500000000001364
2018-01-04,15039.24,1314.5,True,1314.5,True,-14.021670000000086,-0.40000000000009095
2018-01-05,17174.12,1317.15,True,1317.15,True,2134.879999999999,2.650000000000091
2018-01-06,17319.198,,True,1318.0833333333335,False,145.07800000000134,0.933333333333394
2018-01-07,17155.95,,True,1319.0166666666667,False,-163.2479999999996,0.9333333333331666
2018-01-08,15265.90667,1319.95,True,1319.95,True,-1890.0433300000004,0.933333333333394
2018-01-09,14714.25333,1311.0,True,1311.0,True,-551.6533400000008,-8.950000000000045
2018-01-10,14437.42,1319.75,True,1319.75,True,-276.8333299999995,8.75
2018-01-11,13296.794,1323.05,True,1323.05,True,-1140.6260000000002,3.2999999999999545
2018-01-12,13912.882,1326.8,True,1326.8,True,616.0879999999997,3.75
2018-01-13,13791.19,,True,1330.95,False,-121.6919999999991,4.150000000000091
2018-01-14,13852.92,,True,1335.1,False,61.72999999999956,4.149999999999864
2018-01-15,14012.196,1339.25,True,1339.25,True,159.27599999999984,4.150000000000091
2018-01-16,13554.14,1333.85,True,1333.85,True,-458.0560000000005,-5.400000000000091
2018-01-17,11116.94667,1335.65,True,1335.65,True,-2437.19333,1.800000000000182
2018-01-18,11345.42333,1332.2,True,1332.2,True,228.47666000000027,-3.4500000000000455
2018-01-19,11174.82,1334.95,True,1334.95,True,-170.60332999999991,2.75
2018-01-20,12950.79333,,True,1334.1666666666667,False,1775.9733300000007,-0.783333333333303
2018-01-21,11505.228,,True,1333.3833333333332,False,-1445.5653300000013,-0.7833333333335304
2018-01-22,11513.42,1332.6,True,1332.6,True,8.192000000000917,-0.783333333333303
2018-01-23,11223.064,1333.4,True,1333.4,True,-290.35599999999977,0.8000000000001819
2018-01-24,11282.25833,1353.7,True,1353.7,True,59.194330000000264,20.299999999999955
2018-01-25,11392.03,1354.95,True,1354.95,True,109.77167000000009,1.25
2018-01-26,10969.815,1353.15,True,1353.15,True,-422.21500000000015,-1.7999999999999545
2018-01-27,11524.77667,,True,1350.05,False,554.9616699999988,-3.1000000000001364
2018-01-28,11431.37,,True,1346.95,False,-93.40666999999848,-3.099999999999909
2018-01-29,11212.655,1343.85,True,1343.85,True,-218.71500000000015,-3.1000000000001364
2018-01-30,10184.06167,1344.9,True,1344.9,True,-1028.5933300000015,1.050000000000182
2018-01-31,10082.52,1345.05,True,1345.05,True,-101.5416699999987,0.14999999999986358
2018-02-01,9083.258333,1341.35,True,1341.35,True,-999.2616670000007,-3.7000000000000455
2018-02-02,8901.901667,1331.15,True,1331.15,True,-181.35666599999968,-10.199999999999818
2018-02-03,8852.73,,True,1331.9666666666667,False,-49.171667000000525,0.816666666666606
2018-02-04,8400.648333,,True,1332.7833333333333,False,-452.0816670000004,0.816666666666606
2018-02-05,6838.816667,1333.6,True,1333.6,True,-1561.8316659999991,0.816666666666606
2018-02-06,6925.46,1331.4,True,1331.4,True,86.64333299999998,-2.199999999999818
2018-02-07,8099.958333,1324.65,True,1324.65,True,1174.4983329999995,-6.75
2018-02-08,8240.536667,1315.45,True,1315.45,True,140.57833400000072,-9.200000000000045
2018-02-09,8245.08,1314.1,True,1314.1,True,4.54333299999962,-1.3500000000001364
2018-02-10,8319.876566,,True,1316.8333333333333,False,74.7965660000009,2.7333333333333485
2018-02-11,8343.455,,True,1319.5666666666666,False,23.578433999999106,2.7333333333333485
2018-02-12,8068.02,1322.3,True,1322.3,True,-275.4349999999995,2.7333333333333485
2018-02-13,8597.7675,1325.35,True,1325.35,True,529.7474999999995,3.0499999999999545
2018-02-14,9334.633333,1336.25,True,1336.25,True,736.8658329999998,10.900000000000091
2018-02-15,9471.64,1352.45,True,1352.45,True,137.00666699999965,16.200000000000045
2018-02-16,10127.16167,1352.1,True,1352.1,True,655.5216700000001,-0.3500000000001364
2018-02-17,10841.99167,,True,1350.2666666666667,False,714.8299999999999,-1.8333333333332575
2018-02-18,11085.83,,True,1348.4333333333332,False,243.8383300000005,-1.833333333333485
2018-02-19,11110.965,1346.6,True,1346.6,True,25.13500000000022,-1.8333333333332575
2018-02-20,11390.39167,1339.85,True,1339.85,True,279.42667000000074,-6.75
2018-02-21,11245.98,1330.5,True,1330.5,True,-144.41167000000132,-9.349999999999909
2018-02-22,9931.071667,1328.35,True,1328.35,True,-1314.9083329999994,-2.150000000000091
2018-02-23,10162.11667,1327.95,True,1327.95,True,231.04500299999927,-0.3999999999998636
2018-02-24,10171.3,,True,1329.8,False,9.183329999999842,1.849999999999909
2018-02-25,9696.593333,,True,1331.65,False,-474.70666699999856,1.8500000000001364
2018-02-26,10348.60333,1333.5,True,1333.5,True,652.0099969999992,1.849999999999909
2018-02-27,10319.46,1325.75,True,1325.75,True,-29.143330000000788,-7.75
2018-02-28,10370.165,1317.85,True,1317.85,True,50.705000000001746,-7.900000000000091
2018-03-01,11009.38167,1307.75,True,1307.75,True,639.2166699999998,-10.099999999999909
2018-03-02,10931.12,1322.3,True,1322.3,True,-78.26166999999987,14.549999999999955
2018-03-03,11326.94833,,True,1321.6666666666667,False,395.82832999999846,-0.6333333333332121
2018-03-04,11430.18167,,True,1321.0333333333333,False,103.23334000000068,-0.6333333333334394
2018-03-05,11516.83,1320.4,True,1320.4,True,86.64832999999999,-0.6333333333332121
2018-03-06,10763.19833,1331.4,True,1331.4,True,-753.6316700000007,11.0
2018-03-07,10118.058,1329.4,True,1329.4,True,-645.1403299999984,-2.0
2018-03-08,9920.46,1321.0,True,1321.0,True,-197.59800000000178,-8.400000000000091
2018-03-09,9089.278333,1320.6,True,1320.6,True,-831.1816669999989,-0.40000000000009095
2018-03-10,8746.002,,True,1320.1166666666666,False,-343.2763329999998,-0.4833333333333485
2018-03-11,8777.37,,True,1319.6333333333334,False,31.368000000000393,-0.4833333333331211
2018-03-12,9182.843333,1319.15,True,1319.15,True,405.4733329999999,-0.4833333333333485
2018-03-13,9154.7,1322.75,True,1322.75,True,-28.143332999999984,3.599999999999909
2018-03-14,9153.54,1323.55,True,1323.55,True,-1.1599999999998545,0.7999999999999545
2018-03-15,8358.121667,1318.75,True,1318.75,True,-795.4183330000014,-4.7999999999999545
2018-03-16,8530.402,1310.1,True,1310.1,True,172.2803330000006,-8.650000000000091
2018-03-17,8297.89,,True,1310.8666666666666,False,-232.51200000000063,0.7666666666666515
2018-03-18,8171.415,,True,1311.6333333333334,False,-126.47499999999945,0.7666666666668789
2018-03-19,8412.033333,1312.4,True,1312.4,True,240.61833299999944,0.7666666666666515
2018-03-20,8605.64,1311.0,True,1311.0,True,193.60666700000002,-1.400000000000091
2018-03-21,8947.753333,1321.35,True,1321.35,True,342.11333300000115,10.349999999999909
2018-03-22,8690.408333,1329.15,True,1329.15,True,-257.34500000000116,7.800000000000182
2018-03-23,8725.37,1346.6,True,1346.6,True,34.9616670000014,17.449999999999818
2018-03-24,8662.378333,,True,1348.5333333333333,False,-62.991667000000234,1.933333333333394
2018-03-25,8617.296667,,True,1350.4666666666667,False,-45.08166600000004,1.933333333333394
2018-03-26,8457.96,1352.4,True,1352.4,True,-159.3366670000014,1.933333333333394
2018-03-27,7876.195,1341.45,True,1341.45,True,-581.7649999999994,-10.950000000000045
2018-03-28,7960.38,1332.45,True,1332.45,True,84.1850000000004,-9.0
2018-03-29,7950.61,1323.85,True,1323.85,True,-9.770000000000437,-8.600000000000136
2018-03-30,6882.531667,,True,1325.77,False,-1068.0783329999995,1.9200000000000728
2018-03-31,6935.48,,True,1327.69,False,52.948332999999366,1.9200000000000728
2018-04-01,6937.56,,True,1329.61,False,2.0800000000008367,1.9199999999998454
2018-04-02,7035.848333,,True,1331.53,False,98.28833299999951,1.9200000000000728
2018-04-03,7410.435,1333.45,True,1333.45,True,374.5866670000005,1.9200000000000728
2018-04-04,7426.48,1337.3,True,1337.3,True,16.044999999999163,3.849999999999909
2018-04-05,6826.51,1327.7,True,1327.7,True,-599.9699999999993,-9.599999999999909
2018-04-06,6603.876667,1331.2,True,1331.2,True,-222.63333299999977,3.5
2018-04-07,6634.68,,True,1331.45,False,30.80333299999984,0.25
2018-04-08,7017.656667,,True,1331.7,False,382.9766669999999,0.25
2018-04-09,6699.273333,1331.95,True,1331.95,True,-318.3833340000001,0.25
2018-04-10,6784.41,1338.95,True,1338.95,True,85.13666699999976,7.0
2018-04-11,6926.266667,1350.75,True,1350.75,True,141.85666700000002,11.799999999999955
2018-04-12,7847.845,1341.35,True,1341.35,True,921.5783330000004,-9.400000000000091
2018-04-13,7941.46,1343.7,True,1343.7,True,93.61499999999978,2.3500000000001364
2018-04-14,8036.511051,,True,1345.5833333333333,False,95.05105100000037,1.883333333333212
2018-04-15,8340.748333,,True,1347.4666666666667,False,304.23728199999914,1.8833333333334394
2018-04-16,8368.1,1349.35,True,1349.35,True,27.351667000000816,1.883333333333212
2018-04-17,7895.416926,1342.1,True,1342.1,True,-472.6830740000005,-7.25
2018-04-18,8164.937426,1351.45,True,1351.45,True,269.52050000000054,9.350000000000136
2018-04-19,8175.96,1348.6,True,1348.6,True,11.022573999999622,-2.8500000000001364
2018-04-20,8852.718333,1336.75,True,1336.75,True,676.7583330000007,-11.849999999999909
2018-04-21,8807.205,,True,1332.6,False,-45.513333000000785,-4.150000000000091
2018-04-22,8930.6,,True,1328.45,False,123.39500000000044,-4.149999999999864
2018-04-23,8933.861667,1324.3,True,1324.3,True,3.2616669999988517,-4.150000000000091
2018-04-24,9555.542,1328.85,True,1328.85,True,621.6803330000002,4.5499999999999545
2018-04-25,9658.11,1321.65,True,1321.65,True,102.56800000000112,-7.199999999999818
2018-04-26,9258.398333,1320.7,True,1320.7,True,-399.7116670000014,-0.9500000000000455
2018-04-27,9010.32,1321.5,True,1321.5,True,-248.07833299999947,0.7999999999999545
2018-04-28,8928.55,,True,1318.7333333333333,False,-81.77000000000044,-2.7666666666666515
2018-04-29,9334.281667,,True,1315.9666666666667,False,405.731667,-2.7666666666666515
2018-04-30,9259.57,1313.2,True,1313.2,True,-74.71166699999958,-2.7666666666666515
2018-05-01,9239.55,1307.1,True,1307.1,True,-20.020000000000437,-6.100000000000136
2018-05-02,9221.426,1304.2,True,1304.2,True,-18.123999999999796,-2.8999999999998636
2018-05-03,9639.268333,1315.05,True,1315.05,True,417.8423330000005,10.849999999999909
2018-05-04,9753.35,1309.4,True,1309.4,True,114.08166700000038,-5.649999999999864
2018-05-05,9803.306667,,True,1308.7,False,49.95666700000038,-0.7000000000000455
2018-05-06,9630.136277,,True,1308.0,False,-173.17039000000113,-0.7000000000000455
2018-05-07,9631.44,,True,1307.3,False,1.3037230000009004,-0.7000000000000455
2018-05-08,9228.608333,1306.6,True,1306.6,True,-402.8316670000004,-0.7000000000000455
2018-05-09,9322.041667,1313.85,True,1313.85,True,93.43333399999938,7.25
2018-05-10,9310.37,1318.8,True,1318.8,True,-11.671666999998706,4.9500000000000455
2018-05-11,8468.788,1324.35,True,1324.35,True,-841.5820000000003,5.5499999999999545
2018-05-12,8484.346667,,True,1322.85,False,15.558666999999332,-1.5
2018-05-13,8463.52,,True,1321.35,False,-20.82666699999936,-1.5
2018-05-14,8652.038333,1319.85,True,1319.85,True,188.51833299999998,-1.5
2018-05-15,8511.458,1295.0,True,1295.0,True,-140.58033299999988,-24.84999999999991
2018-05-16,8471.06,1291.25,True,1291.25,True,-40.39800000000105,-3.75
2018-05-17,8106.118333,1289.5,True,1289.5,True,-364.94166699999914,-1.75
2018-05-18,8240.055,1288.3,True,1288.3,True,133.93666699999994,-1.2000000000000455
2018-05-19,8239.08,,True,1288.3166666666666,False,-0.9750000000003638,0.01666666666665151
2018-05-20,8507.406667,,True,1288.3333333333333,False,268.32666699999936,0.01666666666665151
2018-05-21,8385.556187,1288.35,True,1288.35,True,-121.85047999999915,0.01666666666665151
2018-05-22,8396.63,1293.05,True,1293.05,True,11.073812999999063,4.7000000000000455
2018-05-23,7555.74,1289.0,True,1289.0,True,-840.8899999999994,-4.0499999999999545
2018-05-24,7566.193333,1304.85,True,1304.85,True,10.453333000000384,15.849999999999909
2018-05-25,7576.78,1303.5,True,1303.5,True,10.58666699999958,-1.349999999999909
2018-05-26,7342.908333,,True,1301.5,False,-233.87166699999943,-2.0
2018-05-27,7361.831667,,True,1299.5,False,18.923334000000068,-2.0
2018-05-28,7344.56,,True,1297.5,False,-17.27166699999998,-2.0
2018-05-29,7459.876667,1295.5,True,1295.5,True,115.31666700000005,-2.0
2018-05-30,7385.395,1300.7,True,1300.7,True,-74.48166700000002,5.2000000000000455
2018-05-31,7386.72,1305.35,True,1305.35,True,1.324999999999818,4.649999999999864
2018-06-01,7535.146667,1294.6,True,1294.6,True,148.42666699999972,-10.75
2018-06-02,7645.146667,,True,1294.8833333333332,False,110.0,0.283333333333303
2018-06-03,7637.14,,True,1295.1666666666667,False,-8.006666999999652,0.2833333333335304
2018-06-04,7500.273333,1295.45,True,1295.45,True,-136.86666700000023,0.283333333333303
2018-06-05,7615.722142,1292.05,True,1292.05,True,115.44880899999953,-3.400000000000091
2018-06-06,7619.43,1300.1,True,1300.1,True,3.7078580000006696,8.049999999999955
2018-06-07,7676.271667,1297.25,True,1297.25,True,56.84166699999969,-2.849999999999909
2018-06-08,7620.153333,1298.25,True,1298.25,True,-56.11833399999978,1.0
2018-06-09,7615.54,,True,1298.7,False,-4.613333000000239,0.4500000000000455
2018-06-10,6776.888333,,True,1299.1499999999999,False,-838.6516670000001,0.4499999999998181
2018-06-11,6875.678333,1299.6,True,1299.6,True,98.78999999999996,0.4500000000000455
2018-06-12,6879.31,1298.65,True,1298.65,True,3.6316670000005615,-0.9499999999998181
2018-06-13,6315.7,1296.15,True,1296.15,True,-563.6100000000006,-2.5
2018-06-14,6647.013333,1302.75,True,1302.75,True,331.31333300000006,6.599999999999909
2018-06-15,6637.41,1285.25,True,1285.25,True,-9.60333300000002,-17.5
2018-06-16,6509.426667,,True,1284.0166666666667,False,-127.98333300000013,-1.2333333333333485
2018-06-17,6464.411667,,True,1282.7833333333333,False,-45.01499999999942,-1.2333333333333485
2018-06-18,6445.79,1281.55,True,1281.55,True,-18.621667000000343,-1.2333333333333485
2018-06-19,6737.0,1276.15,True,1276.15,True,291.21000000000004,-5.399999999999864
2018-06-20,6714.718333,1274.2,True,1274.2,True,-22.281667000000198,-1.9500000000000455
2018-06-21,6760.83,1266.15,True,1266.15,True,46.111667000000125,-8.049999999999955
2018-06-22,6332.573333,1269.15,True,1269.15,True,-428.25666699999965,3.0
2018-06-23,6141.605833,,True,1269.0,False,-190.96750000000065,-0.15000000000009095
2018-06-24,6170.46,,True,1268.8500000000001,False,28.854167000000416,-0.14999999999986358
2018-06-25,6211.4475,1268.7,True,1268.7,True,40.98750000000018,-0.15000000000009095
2018-06-26,6218.595,1260.3,True,1260.3,True,7.147500000000036,-8.400000000000091
2018-06-27,6097.46,1254.6,True,1254.6,True,-121.13500000000022,-5.7000000000000455
