,idx,btc,gold_inter,gold
1129,1129,98705.12415428544,4929.847750593439,4929.847750593439
1130,1130,99997.18303324986,4149.818832040895,4149.818832040895
1131,1131,99833.1944003088,1056.4647432539282,1056.4647432539282
1132,1132,97145.00303209508,2512.204590482919,2512.204590482919
1133,1133,99327.7604010204,4832.545430619392,4832.545430619392
1134,1134,99902.49385054132,4452.0771230785695,4452.0771230785695
1135,1135,97675.10188574044,4465.129056240334,4465.129056240334
1136,1136,98794.3803017772,4625.074137119137,4625.074137119137
1137,1137,99999.53121547047,4638.490760841139,4638.490760841139
1138,1138,96164.95551125602,4825.003201925123,4825.003201925123
1139,1139,83816.41146401326,4047.2174798439614,4047.2174798439614
1140,1140,40746.79527375151,3629.637493443232,3629.637493443232
1141,1141,6783.92854345923,3157.033776452775,3157.033776452775
1142,1142,45414.01040164141,1177.966401253989,1177.966401253989
1143,1143,99869.98707635843,4843.916390135039,4843.916390135039
1144,1144,91481.17898363316,4441.466301908838,4441.466301908838
1145,1145,99122.93421439668,1992.235563559332,1992.235563559332
1146,1146,75043.5177302472,203.05369211276752,203.05369211276752
1147,1147,95979.15475652664,4615.560322587256,4615.560322587256
1148,1148,86122.42450995703,298.6230870937763,298.6230870937763
1149,1149,97762.34122434536,4443.009988860979,4443.009988860979
1150,1150,99978.43382811644,261.4774043045155,261.4774043045155
1151,1151,99601.5335980312,4429.795377903409,4429.795377903409
1152,1152,99495.93003798254,1510.6032324827145,1510.6032324827145
1153,1153,95743.8600909695,2815.3675024640984,2815.3675024640984
1154,1154,84433.86128991972,821.8616165010654,821.8616165010654
1155,1155,77560.63552295089,102.36498614706711,102.36498614706711
1156,1156,64054.619669133885,322.13615559167664,322.13615559167664
1157,1157,67602.33141702438,1020.8970410259564,1020.8970410259564
1158,1158,68341.96211976286,520.50724973574,520.50724973574
1159,1159,74124.03767736997,1454.6634769270884,1454.6634769270884
1160,1160,74025.19889196525,1539.5975990538475,1539.5975990538475
1161,1161,87926.70190253298,2454.6959733736107,2454.6959733736107
1162,1162,98024.08426399248,4398.837592946226,4398.837592946226
1163,1163,99338.4093022362,4625.927214832094,4625.927214832094
1164,1164,99655.5702459235,4883.765800266247,4883.765800266247
1165,1165,91535.65291446738,4962.073850185977,4962.073850185977
1166,1166,85583.01001369911,4639.017874713128,4639.017874713128
1167,1167,82863.90664038199,4827.739930827321,4827.739930827321
1168,1168,82327.20276914375,4644.943043043289,4644.943043043289
1169,1169,73825.278000289,4997.321889166703,4997.321889166703
1170,1170,56162.00388482637,4880.604506796334,4880.604506796334
1171,1171,8496.59149226874,3664.5904760330286,3664.5904760330286
1172,1172,14054.57737014204,1181.898333230155,1181.898333230155
1173,1173,36092.310296494295,319.0678813548723,319.0678813548723
1174,1174,99986.7078387206,2477.243734903374,2477.243734903374
1175,1175,99822.31852459873,4793.727623685731,4793.727623685731
1176,1176,99820.13830118054,4895.152665170702,4895.152665170702
1177,1177,99453.79553238892,4791.106261542305,4791.106261542305
1178,1178,92316.4320914427,4406.596563388248,4406.596563388248
1179,1179,88904.23355350488,3500.5332223286314,3500.5332223286314
1180,1180,75492.60353461307,1884.5717077631316,1884.5717077631316
1181,1181,82186.79924532604,3106.34846914344,3106.34846914344
1182,1182,94141.45505625143,2167.348824709583,2167.348824709583
1183,1183,90195.18681604324,3791.095540762181,3791.095540762181
1184,1184,99910.31793449396,4997.544596138014,4997.544596138014
1185,1185,97243.26823665111,4869.481878805163,4869.481878805163
1186,1186,87704.89837640143,4915.88423187119,4915.88423187119
1187,1187,74393.11397890872,4997.737143621728,4997.737143621728
1188,1188,16743.3542575571,4663.115640436984,4663.115640436984
1189,1189,9931.478551752043,4115.503321744204,4115.503321744204
1190,1190,13940.041742956037,1799.1476465375772,1799.1476465375772
1191,1191,19200.592392944225,2536.488665945381,2536.488665945381
1192,1192,37826.06633735115,308.4881770139353,308.4881770139353
1193,1193,90546.12815550728,2998.883504965432,2998.883504965432
1194,1194,64756.38151856471,4508.208223543062,4508.208223543062
1195,1195,99971.87728002048,4693.544534094474,4693.544534094474
1196,1196,92827.68342798034,4989.572594404041,4989.572594404041
1197,1197,98662.52828317948,4957.394991682875,4957.394991682875
1198,1198,88414.6942996606,4392.873045784866,4392.873045784866
1199,1199,73129.13788127158,2819.09583822088,2819.09583822088
1200,1200,72589.39664733838,2591.8082396896475,2591.8082396896475
1201,1201,60513.06348967083,2203.197524011683,2203.197524011683
1202,1202,77109.41729338038,1697.1283609386403,1697.1283609386403
1203,1203,47156.644657057404,1500.4173289297512,1500.4173289297512
1204,1204,59685.96135623463,435.8151716342336,435.8151716342336
1205,1205,43258.215938608,1828.4805491218096,1828.4805491218096
1206,1206,57377.81209528908,470.4205161694007,470.4205161694007
1207,1207,47017.01123239958,1789.3486419685107,1789.3486419685107
1208,1208,29062.16967460781,4049.242729755771,4049.242729755771
1209,1209,15740.936161397303,4902.813114379999,4902.813114379999
1210,1210,4685.9100898819415,4937.974335199375,4937.974335199375
1211,1211,9614.601743821026,4997.514529423349,4997.514529423349
1212,1212,385.91028384523287,4947.391461320351,4947.391461320351
1213,1213,9652.928324774091,4704.892649833376,4704.892649833376
1214,1214,33074.9051067882,4973.08845815398,4973.08845815398
1215,1215,60852.9231129647,4973.332257638989,4973.332257638989
1216,1216,60943.3483488784,4959.240483406477,4959.240483406477
1217,1217,99741.32342176384,4939.070854910743,4939.070854910743
1218,1218,99492.55014815874,4999.475389787993,4999.475389787993
1219,1219,99191.4055875528,4976.27948599495,4976.27948599495
1220,1220,90279.53796621652,4354.641495326588,4354.641495326588
1221,1221,73746.89381842419,4003.027485103832,4003.027485103832
1222,1222,38645.90290775247,3905.365007102616,3905.365007102616
1223,1223,563.7963884201081,2770.554348629306,2770.554348629306
1224,1224,16974.19569052112,4068.549214185413,4068.549214185413
1225,1225,13895.759487413105,4788.013966640423,4788.013966640423
1226,1226,28843.58716799823,4818.739624058764,4818.739624058764
1227,1227,71789.89209412439,3605.389582305213,3605.389582305213
1228,1228,99679.36336385243,421.08150080006953,421.08150080006953
1229,1229,97169.97466249748,3339.403977539413,3339.403977539413
1230,1230,99688.42174811728,4844.719911168561,4844.719911168561
1231,1231,99001.24234777376,4346.813014594071,4346.813014594071
1232,1232,95362.41354849724,4924.996941430745,4924.996941430745
1233,1233,87631.50538122415,4994.158994501542,4994.158994501542
1234,1234,75080.31400334265,4290.525583682776,4290.525583682776
1235,1235,59084.646177380186,3950.6525246798096,3950.6525246798096
1236,1236,50931.74520106453,2579.701097206309,2579.701097206309
1237,1237,36288.34248458753,172.5899943802985,172.5899943802985
1238,1238,17039.483626133755,629.740100003182,629.740100003182
1239,1239,2114.1810560245576,71.53494246085732,71.53494246085732
1240,1240,10614.31054002872,350.07790770033967,350.07790770033967
1241,1241,13304.902765100303,1955.657040183004,1955.657040183004
1242,1242,26733.52558115018,1036.345789766344,1036.345789766344
1243,1243,16598.043804018635,3535.6285118094747,3535.6285118094747
1244,1244,16746.20932042206,4948.301742167091,4948.301742167091
1245,1245,23245.66181063975,3264.074101017661,3264.074101017661
1246,1246,41120.47971580701,561.6196422717791,561.6196422717791
1247,1247,99937.9420925382,3067.121486220755,3067.121486220755
1248,1248,99471.71520320524,4793.905240375372,4793.905240375372
1249,1249,82726.01077035678,4949.790204328653,4949.790204328653
1250,1250,66124.33424019457,3696.161781289845,3696.161781289845
1251,1251,7958.912156341427,2445.1886026488364,2445.1886026488364
1252,1252,2268.4153331349653,3885.496399803069,3885.496399803069
1253,1253,838.5631195637155,1644.413014542146,1644.413014542146
1254,1254,15297.317467292318,4692.051084706565,4692.051084706565
1255,1255,15101.867535598309,4461.170130621423,4461.170130621423
1256,1256,37693.708140511975,4909.904859771999,4909.904859771999
1257,1257,27301.895988207965,4408.607910423064,4408.607910423064
1258,1258,24300.803162642296,4999.537979177805,4999.537979177805
1259,1259,25374.938775980576,4838.698620438059,4838.698620438059
1260,1260,25906.47412287542,4308.172079414048,4308.172079414048
1261,1261,26667.62600387248,2989.491624319662,2989.491624319662
1262,1262,27494.593091177707,4447.743500355874,4447.743500355874
1263,1263,25239.65528145541,4938.844365352278,4938.844365352278
1264,1264,23823.73217574072,4813.512782419209,4813.512782419209
1265,1265,19830.6815328303,4990.527071783995,4990.527071783995
1266,1266,23937.650830554838,4927.256268280775,4927.256268280775
1267,1267,33461.375710363856,4997.076017968157,4997.076017968157
1268,1268,59311.01903665355,4915.398446198715,4915.398446198715
1269,1269,36900.28705416022,3601.2545209469945,3601.2545209469945
1270,1270,80177.32364058876,4557.2712044561695,4557.2712044561695
1271,1271,81451.72319822566,4223.517632745561,4223.517632745561
1272,1272,67753.74703783002,4949.139405518153,4949.139405518153
1273,1273,84600.74761026684,4119.279345052078,4119.279345052078
1274,1274,68418.06500801636,3868.311810071334,3868.311810071334
1275,1275,62095.08891105491,3648.248457446375,3648.248457446375
1276,1276,37777.63542326939,4116.480460784509,4116.480460784509
1277,1277,19336.76903733768,3719.500038164443,3719.500038164443
1278,1278,15634.935880253355,4207.47713277189,4207.47713277189
1279,1279,12007.36956315182,4983.732502146866,4983.732502146866
1280,1280,2030.5336312360964,4992.290507306061,4992.290507306061
1281,1281,6483.992453217735,4994.660926847694,4994.660926847694
1282,1282,21826.20430190899,4999.884809352324,4999.884809352324
1283,1283,54523.26998929445,4892.3588277066665,4892.3588277066665
1284,1284,99136.9896112458,3456.8167912968456,3456.8167912968456
1285,1285,96575.0354664517,2523.795567330989,2523.795567330989
1286,1286,99387.19479508096,2991.404193669233,2991.404193669233
1287,1287,90589.82133182706,4999.993774797058,4999.993774797058
1288,1288,65356.50943232153,4861.825490687777,4861.825490687777
1289,1289,1147.5909483388702,4361.41024597045,4361.41024597045
1290,1290,1543.9354883015155,2751.8102929524616,2751.8102929524616
1291,1291,16540.212685888026,1896.7441360528117,1896.7441360528117
1292,1292,62252.95579976575,2762.4652309842822,2762.4652309842822
1293,1293,93247.02207540128,4331.238774969296,4331.238774969296
1294,1294,90125.4132103544,4708.405273303561,4708.405273303561
1295,1295,99806.58036965872,3839.674598450256,3839.674598450256
1296,1296,99996.31813026438,2662.404403783607,2662.404403783607
1297,1297,97824.39683733913,2284.899207954843,2284.899207954843
1298,1298,92626.14250989923,1241.6119606261482,1241.6119606261482
1299,1299,97026.4581224738,1382.4866123204447,1382.4866123204447
1300,1300,99559.20357467164,1668.6560548077769,1668.6560548077769
1301,1301,99933.22895643023,2336.130619087128,2336.130619087128
1302,1302,99895.37374625108,4617.078358154929,4617.078358154929
1303,1303,98190.96853121652,4846.886492433489,4846.886492433489
1304,1304,83888.99630744045,4986.51711502244,4986.51711502244
1305,1305,33726.050906081065,4972.951460987094,4972.951460987094
1306,1306,18035.195374405903,4728.264441281057,4728.264441281057
1307,1307,14534.538949719838,4928.414902039578,4928.414902039578
1308,1308,25824.812354017824,4857.303690753833,4857.303690753833
1309,1309,57298.646649308685,4998.373457708297,4998.373457708297
1310,1310,99030.59303519258,4985.8312032329,4985.8312032329
1311,1311,39889.82194643289,4943.57293712781,4943.57293712781
1312,1312,96947.42506232376,4977.796067470117,4977.796067470117
1313,1313,97244.14137438367,4657.667823786564,4657.667823786564
1314,1314,95448.4759396613,4118.913034425134,4118.913034425134
1315,1315,91195.92042724788,3812.191782966964,3812.191782966964
1316,1316,80214.67490806665,3116.266801498489,3116.266801498489
1317,1317,63483.09172653664,924.4352245754995,924.4352245754995
1318,1318,51793.08614579966,842.6207328864599,842.6207328864599
1319,1319,25392.54950209718,2593.4989276385736,2593.4989276385736
1320,1320,344.1263656686466,4090.105960359656,4090.105960359656
1321,1321,14360.162512244464,4960.964364545524,4960.964364545524
1322,1322,13251.514066527136,4980.113555197702,4980.113555197702
1323,1323,10093.665493738095,4905.894499063433,4905.894499063433
1324,1324,13916.167817316003,4838.596443980178,4838.596443980178
1325,1325,14296.551536491848,4142.94960659826,4142.94960659826
1326,1326,12998.383167948876,4510.888320333672,4510.888320333672
1327,1327,13027.620757353032,4998.920414528386,4998.920414528386
1328,1328,11461.289090531494,4984.480408287762,4984.480408287762
1329,1329,8520.461162836025,4995.461057740461,4995.461057740461
1330,1330,9047.94556771527,4846.568519508648,4846.568519508648
1331,1331,11724.6774022531,4957.549114932324,4957.549114932324
1332,1332,18906.401256655925,4973.5137822880015,4973.5137822880015
1333,1333,23444.71544264308,4991.825649670457,4991.825649670457
1334,1334,15500.159346458571,4977.449700810336,4977.449700810336
1335,1335,20496.600500662385,4999.603448816191,4999.603448816191
1336,1336,6761.267661973975,4948.451230999535,4948.451230999535
1337,1337,25114.23089873627,4800.352406072827,4800.352406072827
1338,1338,7775.901102223386,4155.288127263064,4155.288127263064
1339,1339,17054.7861579866,4389.59858476394,4389.59858476394
1340,1340,19103.20647353548,4099.547557157039,4099.547557157039
1341,1341,30596.49053824136,3335.5787390925498,3335.5787390925498
1342,1342,21207.27299686997,3806.439335135239,3806.439335135239
1343,1343,20423.065232676607,4599.792575844135,4599.792575844135
1344,1344,3241.2779715707643,4870.499778573529,4870.499778573529
1345,1345,16920.470815394103,4964.176722340001,4964.176722340001
1346,1346,25289.30300412863,4428.656125929258,4428.656125929258
1347,1347,11763.703023150809,4958.901018986146,4958.901018986146
1348,1348,9160.587535397875,4998.9087129865775,4998.9087129865775
1349,1349,2565.69752999098,4568.93257767702,4568.93257767702
1350,1350,15223.550600208482,4612.950789872402,4612.950789872402
1351,1351,20129.82790036313,4985.9117482859565,4985.9117482859565
1352,1352,48509.51565090789,4986.929084550277,4986.929084550277
1353,1353,31861.12337032825,4923.228729863748,4923.228729863748
1354,1354,9543.022981824615,4925.798095625842,4925.798095625842
1355,1355,34309.397032695146,4998.766147746728,4998.766147746728
1356,1356,84152.75104442585,4978.098455759759,4978.098455759759
1357,1357,92189.93871506747,4998.506441574857,4998.506441574857
1358,1358,82160.62904240405,4555.897187825693,4555.897187825693
1359,1359,42863.75099236608,4859.923341989151,4859.923341989151
1360,1360,38830.00195181809,4994.080262353429,4994.080262353429
1361,1361,7188.284247523526,4859.894922904847,4859.894922904847
1362,1362,838.5495669351828,4998.882119088694,4998.882119088694
1363,1363,9698.915627618248,4894.10836258515,4894.10836258515
1364,1364,37385.41954507086,4103.499518485696,4103.499518485696
1365,1365,39934.68657635647,4179.482361613078,4179.482361613078
1366,1366,57519.28424303502,2913.9184073649253,2913.9184073649253
1367,1367,39486.070628066685,2896.7544692799256,2896.7544692799256
1368,1368,5433.576645513576,2919.409734122441,2919.409734122441
1369,1369,46693.97309426455,2458.168738738132,2458.168738738132
1370,1370,99939.69730418143,1041.5509818634057,1041.5509818634057
1371,1371,94232.73131368554,908.4402031382076,908.4402031382076
1372,1372,59000.23785866455,1095.3890323905996,1095.3890323905996
1373,1373,4197.285734906942,1314.1291132357217,1314.1291132357217
1374,1374,37448.4812695997,1989.8558858102729,1989.8558858102729
1375,1375,99272.01354778296,2764.093805852948,2764.093805852948
1376,1376,92335.19512900391,2482.3796398925,2482.3796398925
1377,1377,98221.36308267683,3760.33776611178,3760.33776611178
1378,1378,94881.82855901844,2955.926121271413,2955.926121271413
1379,1379,99986.67313065086,154.77385271759414,154.77385271759414
1380,1380,98712.13835977176,2402.3928148025443,2402.3928148025443
1381,1381,94580.56771261216,4651.736455509915,4651.736455509915
1382,1382,99748.69468259366,4937.026387716262,4937.026387716262
1383,1383,82389.7215440567,4076.1605590466193,4076.1605590466193
1384,1384,25685.816089886324,4815.065482752792,4815.065482752792
1385,1385,12528.164502433236,3607.7221777492737,3607.7221777492737
1386,1386,41733.29859100957,3764.250020797586,3764.250020797586
1387,1387,99986.08208424282,2275.7700241148736,2275.7700241148736
1388,1388,89745.13496410492,1341.3600712535217,1341.3600712535217
1389,1389,99815.83716726552,3127.4568466071555,3127.4568466071555
1390,1390,99506.613565273,4907.137194535746,4907.137194535746
1391,1391,91698.46544838104,4904.83691539392,4904.83691539392
1392,1392,97600.58674267954,4989.127074008521,4989.127074008521
1393,1393,90190.1633578528,4855.977713232724,4855.977713232724
1394,1394,99707.75393029283,4018.977064220094,4018.977064220094
1395,1395,98846.71325769174,3696.5904003294527,3696.5904003294527
1396,1396,99041.74581165696,3439.5177491180843,3439.5177491180843
1397,1397,99759.36393150614,3822.5198737544015,3822.5198737544015
1398,1398,91868.43537765303,2632.8024794451594,2632.8024794451594
1399,1399,77644.95520967408,3778.631171468917,3778.631171468917
1400,1400,75225.90342781677,4970.30566603395,4970.30566603395
1401,1401,77387.39248033962,4902.160942357075,4902.160942357075
1402,1402,82502.91756839176,4907.65796305776,4907.65796305776
1403,1403,89811.89904402243,4998.31332251555,4998.31332251555
1404,1404,98803.30209069767,4754.86139438829,4754.86139438829
1405,1405,98982.43872439412,4595.182901095232,4595.182901095232
1406,1406,88087.57164895274,4998.679347734181,4998.679347734181
1407,1407,59696.40104134722,4870.862201413699,4870.862201413699
1408,1408,19247.44602674384,4925.28317095352,4925.28317095352
1409,1409,9252.74690396925,4997.667146390352,4997.667146390352
1410,1410,13636.604339967287,4182.476407660761,4182.476407660761
1411,1411,16997.99761026244,4993.917511722932,4993.917511722932
1412,1412,23593.89548347138,3803.578695035791,3803.578695035791
1413,1413,33747.704252676,1334.934967901369,1334.934967901369
1414,1414,30283.412017797888,2952.695020389398,2952.695020389398
1415,1415,41776.30940181402,3229.425647031793,3229.425647031793
1416,1416,29624.3755424558,4979.737912646844,4979.737912646844
1417,1417,54966.98749174828,4873.97344895411,4873.97344895411
1418,1418,69545.9005645322,4985.568914537247,4985.568914537247
1419,1419,99932.2720168177,4894.167869277928,4894.167869277928
1420,1420,92291.82250553896,4920.251378577615,4920.251378577615
1421,1421,99865.65206978924,4887.031452187857,4887.031452187857
1422,1422,87581.95719800158,4980.689461513425,4980.689461513425
1423,1423,86628.87366736346,4995.190080809515,4995.190080809515
1424,1424,66259.93757112273,4725.892359739888,4725.892359739888
1425,1425,5902.790275636827,4718.033466111486,4718.033466111486
1426,1426,51295.29590740384,4861.901827853638,4861.901827853638
1427,1427,56433.04255997302,4896.0869375157645,4896.0869375157645
1428,1428,57707.19578348778,4966.787419681599,4966.787419681599
1429,1429,66569.81632101205,4289.576905633763,4289.576905633763
1430,1430,59158.24368980314,2311.175557314795,2311.175557314795
1431,1431,62379.60377271727,4635.846107469574,4635.846107469574
1432,1432,61700.664094209904,1266.5775263209964,1266.5775263209964
1433,1433,64672.254755140704,4929.39914337478,4929.39914337478
1434,1434,62485.69297427227,2950.5582899857736,2950.5582899857736
1435,1435,52532.13621405949,4835.35955986839,4835.35955986839
1436,1436,21867.308277631226,4994.68258137489,4994.68258137489
1437,1437,19784.20147588979,4950.575426949007,4950.575426949007
1438,1438,29252.98930358196,4596.814065919692,4596.814065919692
1439,1439,19077.58025138524,4214.298450197775,4214.298450197775
1440,1440,1653.9839541364931,3806.618549249036,3806.618549249036
1441,1441,21264.980030481525,3512.855597360676,3512.855597360676
1442,1442,65930.05045564205,4181.235461547111,4181.235461547111
1443,1443,99802.91153877485,4593.505992715179,4593.505992715179
1444,1444,97970.24612616176,4998.735832438566,4998.735832438566
1445,1445,99695.46231154165,4971.094889873837,4971.094889873837
1446,1446,99682.07462709551,4963.769378081255,4963.769378081255
1447,1447,99977.56315396672,4994.471464332554,4994.471464332554
1448,1448,99931.09262920804,4959.595378096959,4959.595378096959
1449,1449,99810.11372975264,4613.079612425736,4613.079612425736
1450,1450,91862.74825810158,3566.26634558704,3566.26634558704
1451,1451,92335.7714338479,3758.62559659314,3758.62559659314
1452,1452,99663.01037625918,3430.858537694606,3430.858537694606
1453,1453,99630.4910602937,3830.814900726672,3830.814900726672
1454,1454,99577.11309156004,4317.439829640862,4317.439829640862
1455,1455,99907.62181222904,4061.938863001919,4061.938863001919
1456,1456,99753.86340762569,3473.388494235473,3473.388494235473
1457,1457,99950.42054447262,2019.4083631382832,2019.4083631382832
1458,1458,91382.53698762791,2072.196934561959,2072.196934561959
1459,1459,83058.40092126264,1506.5764810074402,1506.5764810074402
1460,1460,63417.7813910772,826.0693632984309,826.0693632984309
1461,1461,82149.00425527054,318.20588822949964,318.20588822949964
1462,1462,41857.8630317387,289.3495390442157,289.3495390442157
1463,1463,11446.539072110738,201.8013345241088,201.8013345241088
1464,1464,4857.0709864407545,2342.816228158087,2342.816228158087
1465,1465,7158.706651260823,4942.2891977922845,4942.2891977922845
1466,1466,3044.4074097694547,4722.112839444651,4722.112839444651
1467,1467,3870.761080601857,4865.596367600001,4865.596367600001
1468,1468,6931.593793337986,4696.83034673258,4696.83034673258
1469,1469,16106.40487427541,4994.055612380915,4994.055612380915
1470,1470,40989.12904456537,4776.080122336188,4776.080122336188
1471,1471,30710.327062191674,4893.228777314309,4893.228777314309
1472,1472,56103.56481194476,4999.1115768855225,4999.1115768855225
1473,1473,53135.885578846464,4905.623140300287,4905.623140300287
1474,1474,77042.91357925313,4989.131362775215,4989.131362775215
1475,1475,99115.38491183828,4603.254009191908,4603.254009191908
1476,1476,99899.7453478216,4999.661152871415,4999.661152871415
1477,1477,99224.27012507434,4569.204722327793,4569.204722327793
1478,1478,99213.52679288213,4962.098289682438,4962.098289682438
1479,1479,95608.05640747474,4015.14125702773,4015.14125702773
1480,1480,87359.11354713298,2989.5104160778283,2989.5104160778283
1481,1481,99308.46106231453,630.3477755870156,630.3477755870156
1482,1482,79570.1695695133,218.22487139678216,218.22487139678216
1483,1483,95202.03310181058,160.55417266097004,160.55417266097004
1484,1484,99347.60390038326,2617.8017503700257,2617.8017503700257
1485,1485,99372.08157201175,4728.314437986653,4728.314437986653
1486,1486,99974.16857158358,4878.523170113353,4878.523170113353
1487,1487,99611.95914187646,4826.647981473841,4826.647981473841
1488,1488,96167.573791425,4575.674550019642,4575.674550019642
1489,1489,99978.23257590178,4960.763874194963,4960.763874194963
1490,1490,99658.7687596321,4343.68192780514,4343.68192780514
1491,1491,87829.01286412687,4939.996107187349,4939.996107187349
1492,1492,99917.73528483244,4941.848458740798,4941.848458740798
1493,1493,99991.6647726625,4954.2349853334,4954.2349853334
1494,1494,99315.334514864,4573.004551662137,4573.004551662137
1495,1495,99930.47545564362,3352.114565563945,3352.114565563945
1496,1496,92515.4496105638,716.9528286892297,716.9528286892297
1497,1497,72661.41771985244,2863.921986639997,2863.921986639997
1498,1498,20167.66415426711,3462.368224399839,3462.368224399839
1499,1499,6561.533517667002,4983.196382594567,4983.196382594567
1500,1500,17867.186376722068,4952.466343561079,4952.466343561079
1501,1501,6593.021160371084,4983.808843033205,4983.808843033205
1502,1502,9000.413444959408,4962.087310800541,4962.087310800541
1503,1503,12357.650834814483,4998.979254774602,4998.979254774602
1504,1504,9112.28160515397,4885.568566253035,4885.568566253035
1505,1505,2663.068052632659,4636.19357514109,4636.19357514109
1506,1506,3243.698635119965,3176.698140507953,3176.698140507953
1507,1507,4534.474801221188,4266.0931944948725,4266.0931944948725
1508,1508,2769.1891074151026,3762.044988119817,3762.044988119817
1509,1509,5331.998730570682,3033.917212478902,3033.917212478902
1510,1510,10830.896573158108,1744.638964963315,1744.638964963315
1511,1511,18387.18740505343,1826.0184216933944,1826.0184216933944
1512,1512,43070.73132212626,638.7959575090283,638.7959575090283
1513,1513,66846.32993951996,2421.6902237786644,2421.6902237786644
1514,1514,99655.37299106686,4879.146913378116,4879.146913378116
1515,1515,98583.8796943888,4850.214383539477,4850.214383539477
1516,1516,97812.27936176528,3686.963652168867,3686.963652168867
1517,1517,86915.61849866343,2739.217090955459,2739.217090955459
1518,1518,86198.51114561531,350.9103346816765,350.9103346816765
1519,1519,71050.1846361503,3070.6321827315314,3070.6321827315314
1520,1520,26974.98173639622,1604.5759620164822,1604.5759620164822
1521,1521,5310.3185560941065,4134.219594205913,4134.219594205913
1522,1522,34214.41972259456,2514.8101798430584,2514.8101798430584
1523,1523,40126.209468434485,2696.854776850641,2696.854776850641
1524,1524,69757.69552193178,1902.7836864512376,1902.7836864512376
1525,1525,96478.9979802738,1880.425507773194,1880.425507773194
1526,1526,99367.99418530772,1530.4316328198056,1530.4316328198056
1527,1527,98546.19318186086,960.6342837295236,960.6342837295236
1528,1528,99844.87176804453,68.78649696175131,68.78649696175131
1529,1529,96485.1535267632,2204.63016916602,2204.63016916602
1530,1530,89023.54821783799,737.5919330082405,737.5919330082405
1531,1531,66131.45510787294,1931.828606396103,1931.828606396103
1532,1532,18549.289727390897,3537.251453302679,3537.251453302679
1533,1533,6658.492199708195,4998.453830268907,4998.453830268907
1534,1534,34640.713510939146,4881.085416888856,4881.085416888856
1535,1535,98953.78278050583,4862.778441549172,4862.778441549172
1536,1536,91899.91048774109,4974.213360538926,4974.213360538926
1537,1537,98946.40414515324,4390.683177432919,4390.683177432919
1538,1538,99883.12152677924,4445.359210147706,4445.359210147706
1539,1539,98736.56543032624,3375.3564796409105,3375.3564796409105
1540,1540,86418.9438999106,2532.0140284619147,2532.0140284619147
1541,1541,48680.1791162885,519.9450206079183,519.9450206079183
1542,1542,73731.95696610303,4042.270544585318,4042.270544585318
1543,1543,77994.26062531845,2684.098813974216,2684.098813974216
1544,1544,99487.30239109036,4113.452551001204,4113.452551001204
1545,1545,95153.64266677688,4967.2982483171545,4967.2982483171545
1546,1546,70766.22014287503,4985.10742729743,4985.10742729743
1547,1547,26330.664323565303,4958.103272536742,4958.103272536742
1548,1548,16800.434880694665,4674.038590280851,4674.038590280851
1549,1549,36111.81982746725,4978.842135669519,4978.842135669519
1550,1550,22251.22292408852,4958.779693162963,4958.779693162963
1551,1551,19631.17125440963,4463.794509857569,4463.794509857569
1552,1552,11600.820146364724,4418.448302937684,4418.448302937684
1553,1553,17421.549887683548,4500.238361045937,4500.238361045937
1554,1554,10174.432077799893,4291.201306031811,4291.201306031811
1555,1555,17605.902763994956,4934.2136816355605,4934.2136816355605
1556,1556,25058.60153060292,4983.831849755616,4983.831849755616
1557,1557,57992.868495907685,4956.836730000999,4956.836730000999
1558,1558,68665.59883637044,4864.02370448667,4864.02370448667
1559,1559,45899.455987081456,4985.437976298223,4985.437976298223
1560,1560,77836.85156925436,3992.597158743437,3992.597158743437
1561,1561,70947.68765403482,4960.879826363663,4960.879826363663
1562,1562,92625.59570633674,3256.112338897188,3256.112338897188
1563,1563,94022.77017101244,1213.9876812184002,1213.9876812184002
1564,1564,99960.66735712843,1709.3269583446258,1709.3269583446258
1565,1565,99809.4991807264,3828.374837419448,3828.374837419448
1566,1566,93978.51176614629,4926.07889827537,4926.07889827537
1567,1567,99742.57678239518,4831.017450939761,4831.017450939761
1568,1568,99998.91662980124,4907.660751223685,4907.660751223685
1569,1569,95333.45927669284,4988.11625736764,4988.11625736764
1570,1570,75061.3015164954,4992.045793664115,4992.045793664115
1571,1571,1098.8280683442554,4977.863056281827,4977.863056281827
1572,1572,44590.96175412591,4997.555898831913,4997.555898831913
1573,1573,98786.9711208914,4993.26620320741,4993.26620320741
1574,1574,98152.20567343757,4992.2392503888,4992.2392503888
1575,1575,95645.51555399712,4587.965429637602,4587.965429637602
1576,1576,99243.5211629267,3786.078571813584,3786.078571813584
1577,1577,99788.2076476419,1768.6227110864727,1768.6227110864727
1578,1578,91063.05399280228,4900.438569628533,4900.438569628533
1579,1579,67449.9640938751,4338.633489824304,4338.633489824304
1580,1580,56669.59748821678,4511.0820564558535,4511.0820564558535
1581,1581,32948.64082150985,3893.1612204136527,3893.1612204136527
1582,1582,10055.215084837364,3980.9688294075545,3980.9688294075545
1583,1583,7112.102661387578,4045.444184830666,4045.444184830666
1584,1584,929.78060021339,4048.3494846007775,4048.3494846007775
1585,1585,17666.22040028353,3165.1234825570828,3165.1234825570828
1586,1586,59962.604491201,1037.039752902691,1037.039752902691
1587,1587,93885.20905087402,4059.4409036545135,4059.4409036545135
1588,1588,79168.25287625146,4838.407078424865,4838.407078424865
